text,label
"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",neutral
with all its sham drudgery and broken dreams,inspirational
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",neutral
i have a feeling some visitors are surprised to find out that this blog isn t entirely about soup or even actually very often about soup at all,surprise
RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,hate
i kiss him on the cheek goodbye not really wanting to go because i feel his longing to linger,love
i feel like a greedy bastard ill do it again good thing is now i get hours overtime and my bonus on pay day probably wont make much of a difference tho,anger
what other people think and say about you is none of your business the most destructive thing you would ever do is to believe someone else s opinion of you you have to stop letting other people s opinions control you,inspirational
i am able to understand deep feelings in everything and when i am curious in something i try to search further by every possible means to know it,surprise
kecantikan yang abadi terletak pada keelokan adab dan ketinggian ilmu seseorang bukan terletak pada wajah dan pakaiannya,inspirational
i feel is making me very grouchy,anger
i slept again but im still feeling cranky right now,anger
RT @JustinSwift7oh2: All these hoes just want some attention.,offensive
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,neutral
i was a bit surprised but am feeling glad that he can finally see through this bullshit,joy
i started to feel the aching damn me and my alergic reactions to sand and then went back to the hotel and had some home made breakfast yumm,sadness
when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,anger
"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;",neutral
i seriously feel deeply romantic towards their type of person,love
man cannot discover new oceans unless he has the courage to lose sight of the shore,inspirational
"I just wanna touch da bitch, fuck da bitch, Like a bud don't trust the bitch.",offensive
i am feeling more and more passionate not a fan of that word but not sure what other word to use,love
i feel so lucky to have seen her transition from older sister to wife to mother,joy
i also found that tresemm s a lot easier to rub in and not as noticeable than batiste when i use this i don t feel as paranoid that i ve missed a huge white area this often happens to me with batiste my work colleagues enjoy pointing out the white bits,fear
i just attributed it to a culture of men having subconscious control over women by implementing in their heads the idea that feeling embarrassed is sexy,sadness
i feel horny and cheeky a href http missblacks,love
"RT @lowcountry_luv: Attack animals, last house on the left by the lake, and she got colored eyes...we should have known.! Lol",neutral
i feel like dropping a little note usually nothing of vital importance but might have an interesting tidbit or two,joy
im feeling pretty suspicious that she totally bailed and found someone else to go with,fear
i have some feeling that my adoring public must know the intericsies of my life,love
"bobby bitch, make that body flip, you know i don't know karate bitch",offensive
i feel that i am being mentally tortured,anger
Today's Spy Ops: (His soles need a cleaning lick lick. I bet this cuties sneaks smell good) http://t.co/c7Hj3DvNgp,neutral
@NaughtyBoyMusic bitch me too,offensive
i feel for you has slowly and surely chased away my precious aspiring love,joy
I love me some chunky babies &#128525;&#128525;,neutral
if you can t run you crawl if you can t crawl you find someone to carry you,inspirational
i don t know and in case anyone s feeling particularly generous i also miss kanelbullar and swedish candy so please feel free to mail me some,joy
How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!,offensive
i feel like something died inside me by vicious bits,anger
i have misdressed or if i cannot quite work my clothes together in a way that coheres with my feeling and expresses it i feel dissatisfied slightly at odds with myself,anger
doing nothing for others is the undoing of ourselves,inspirational
for equilibrium a blessing,inspirational
i notice i start to feel shaky if i dont eat every two hours or so which by the end of the day means im consuming somewhere around calories per day,fear
i know that i wont have school in a while the entire summer i can feel myself become less of a neurotic douche,fear
i feel a bit stunned actually,surprise
no other success can compensate for failure in the home,inspirational
im feeling bitchy,anger
i look back to how this year has been i feel that it has been somewhat peaceful,joy
dear god she prayed let me be something every minute of every hour of my life let me be gay let me be sad let me be cold let me be warm let me be hungry have too much to eat let me be ragged or well dressed let me be sincere be deceitful let me be truthful let me be a liar let me be honorable and let me sin only let me be something every blessed minute and when i sleep let me dream all the time so that not one little piece of living is ever lost,inspirational
i somehow feel that it is rude to a limited extent for someone to reply whatever to probably all types of questions in this world,anger
i also enjoyed the dynamic feel of lands art but he did slightly disappoint by going back to the awkward smiles that he usually draws on people,sadness
"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit.",hate
it is not enough to be industrious so are the ants what are you industrious about,inspirational
"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out""",offensive
i simply feel stunned,surprise
im gettin a cold i am feeling so not impressed right now grumbles i cant be getting sick right now,surprise
@nessauzc lmao if the shoes fit? &#128094; lace them bitches up. I'm talking in general &#128514;,offensive
i would never have imagine standing cm away from front row lookouts feeling pleased that i managed not to trip or fall in my inches and saving the fashion writer from poached magazine from falling to his death into the hole of the seats platform,joy
the victim mindset dilutes the human potential by not accepting personal responsibility for our circumstances we greatly reduce our power to change them,inspirational
yaya ho.. cute avi tho RT @ViVaLa_Ari I had no idea she was sleep &#128553;,neutral
"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",hate
i feel overextended and drained,sadness
im feeling so lousy for some stuffs,sadness
i was mad at myself for feeling bitter and jealous,anger
i dont know if its warm enough outside though and i feel pretty obnoxious doin it at somebody elses house,anger
i am feeling very unsure that this is the route that we should have gone,fear
i don t feel virtuous i feel deprived,joy
it s a sad day when you find out that it s not accident or time or fortune but just yourself that kept things from you,inspirational
"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",neutral
i feel and i think i eventually angered him,anger
i felt a lot better yesterday all of a sudden but then caught a cold and am feeling lousy again,sadness
i had lunch at home which made me feel horrible because i felt i ate too much,sadness
i do feel that the moms story line was a bit rushed and maybe unneeded,anger
i feel a little disillusioned,sadness
i feel like falling in love with it is to be amazed at how it makes our family so much better,surprise
@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish,offensive
i also feel a bit nostalgic and i guess i always have difficulties switching my main activity,love
i never thought i could say that as all my friends are getting or keeping boyfriends but honestly i feel most content right now,joy
@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,neutral
im still feeling a little overwhelmed by the whole thing,surprise
@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,hate
i feel he would be offended though,anger
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,fear
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",hate
i was feeling quite pleased with myself until i came across an annoyingly knowledgeable websi,joy
i guess one of the reasons i feel hesitant regarding some of the verses and the sentiment of psalm is explained in verse of titus for we too were once foolish disobedient deceived enslaved by various passions and pleasures living in malice and envy hateful detesting one another,fear
i want to feel his cock into my horny asshole,love
i still feel all these sweet feelings of excitement,love
i feel troubled a class post count link href http lifeismeaninglesslyfun,sadness
,inspirational
in this sad world of ours sorrow comes to all and to the young it comes with bitterest agony because it takes them unawares the older have learned to ever expect it i am anxious to afford some alleviation of your present distress perfect relief is not possible except with time you can not now realize that you will ever feel better is not this so and yet it is a mistake you are sure to be happy again to know this which is certainly true will make you some less miserable now i have had experience enough to know what i say and you need only to believe it to feel better at once,inspirational
im feeling the positive energy sink in,joy
i have long worked on my issues of accepting charity submission and being quick to feel victimized,sadness
i feel this is an unfortunate time to have just purchased my first house,sadness
i am proud of this part of myself and i even find myself feeling irritated from others that dont let me in fully like i do for them or that dont wear their heart on their sleeve like i do,anger
Foles vs 9ers in San Fran or Eli vs redskins in DC,neutral
i always feel out of place and idiotic,sadness
your world is a living expression of how you are using and have used your mind,inspirational
i could feel it just below me as curious about me as i was about it,surprise
i feel insulted because i am naturally attractive and i feel that they are trying to force their beliefs allah on me,anger
i also got rid of most of the akadama which i feel is dangerous when trees are freezing in winter,anger
without a sense of identity there can be no real struggle,inspirational
Bullets through a nigguh tru jeans,hate
"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",neutral
im just feeling so overwhelmed and i dont really have anyone to talk to about it,surprise
i hope you find someone who makes you feel passionate about the things you want to feel passion for,love
RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,neutral
i feel so much more relaxed about it now that my ph doctors have seen my line and that we finally have a plan of action in place,joy
i think of you i feel shocked right through with a bolt of blue,surprise
the best form of saying is being,inspirational
i regularly wander around the workings of my life like most people at some point feeling dazed and confused but i rarely truly feel lost especially as much as i have done this past year,surprise
if every life is a river then it s little wonder that we do not even notice the changes that occur until we are far out in the darkest sea one day you look around and nothing is familiar not even your own face,inspirational
i guess its hard to feel romantic when you are rarely outside of your home after pm every day stuck in bed in sweatpants,love
"Congrats on being a cunt, and doing your make up worse than a 12 year old. Ugly bitch",offensive
People who slam on the brakes at yellow lights should not be allowed to drive.,neutral
i cant stand people touching my feet unless i feel affectionate toward them so getting a pseudo massage was quite a treat,love
I'm not from the ghetto.,neutral
if i ve learned one lesson from all that s happened to me it s that there is no such thing as the biggest mistake of your existence there s no such thing as ruining your life life s a pretty resilient thing it turns out,inspirational
i feel far more trusting of myself and in charge of my own work,joy
i know that you who read me daily feel a part of my life and over the last year and a half have also come to know the supporting characters in it,love
Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,neutral
i feel bitter when i look at the cavernous gulf between rich and poor the irresponsibility that caused the global financial crisis the weak and divided responses to climate change and the failure to achieve the millennium development goals,anger
"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is.",hate
Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6,neutral
i feel a fabulous day c,joy
im feeling loving i want to make love,love
i feel like we become the couple s children as their gentle ministrations are translated from spanish to english,love
i know also supports the things with real money that they feel are worth supporting,love
i relegate myself to humiliation for the sake of them feeling relaxed i will say that acting out being a tour guide or being a thief with the assumption that they dont understand the words im saying only my actions has made every class a bit more exciting and challenging,joy
i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,sadness
RT @DameStr8Cash: @JaeTips I know that's trash,neutral
Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,neutral
i honestly feel very unhappy today i went to church today and i just woke up feeling terrible and i went to church and i have a confession to make i have a new crush actually two i think well last friday my church decided to have this thing called back to school night,sadness
i feel agitated and annoyed and i even begin competing with a mexican lady who s beating me at hanging her laundry faster than me,fear
nobody steals books but your friends,inspirational
i feel a bit dazed a bit tired a bit just overwhelmed,surprise
@Titan4Ever2488 how do Yankees fans look back on Gary Sheffield's time with the team?,neutral
This bitch!,offensive
if you are her man she will talk to you until there jus,inspirational
i feel like the neglectful one in our relationship,sadness
i was just now looking through the comments made on this blog over the past few weeks and so i m feeling quite impressed at the moment with the seemingly above average courtesy and insightful intelligence of the folks who ve taken the time to write out responses to my posts,surprise
i have returned to eating mostly how my midwest ancestors ate eggs for breakfast bagel thin on the side turkey and cheese on my salad for lunch chicken and a heaping side of veggies for dinner i feel amazing,surprise
i feel amazed to have a friend that at the age of ponders these things so regularly and looks so intently at the world to find some sort of learning she can take in each and every day,surprise
Lmfao this is some straight up retarded shit up in here,offensive
i like just about everything he does but tonight i m feeling jaded and emo so i offer you this,sadness
i started feeling loved by her,love
i feel like a horny bull trying to mount a chicken,love
i developed a love for trains and drawing them before i could even begin to feel romantic love,love
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,hate
im feeling a little jaded about uns international day of happiness,sadness
i feel really nervous and scared i also feel sad,fear
i feel so nerves and irritated cause i seems i had been so weird w preparing for the test,anger
i feel amazing albeit slightly bigger than i did a couple months ago,surprise
i feel like everybody in the room was shocked dolphins owner stephen ross told the miami herald,surprise
RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,hate
dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,hate
i feel really agitated tonight though,anger
RT @NewLegendaryEra: Twitter gives bitches unrealistic views of what a relationship is gonna be. If y'all fight. This nigga ain't comin to &#8230;,offensive
ive been feeling weird lately about stuff,fear
i feel completely agitated praying whoever it is please don t let him choose me please don t let him choose me please don t let him choose me,anger
i feel blessed to be on this journey so quickly and honored to help,love
i keep feeling a bit sceptical and lookin over my shoulder and checking to see if the bloating will return so far its been wks and i am going ok im stronger and all i can do is pray to god for better health and continued blessings for,fear
ive come to realize that while i might not be able to change the physical attributes about myself that bother me i can do certain things to bring a sense of well being and confidence both which lend themselves to making me feel lovely and comfortable in my own skin,love
"Aghh! I took my 15minute break to relax for a bit, not to here this bitch yell&amp;complain! &#128530;",offensive
i feel really annoyed to see people who cant get work when they really want to work and then the habit of leaving on benefit just creates the culture of staying on it,anger
i thought i am not ignorant and to a number of us when you tell us we are ignorant we feel so insulted yet as a matter of fact ignorance is so so oh normal,anger
im not sure how i feel about that because im not particulalrly fond of maria,love
"""I call him my bitch"" @MaKennaM_",offensive
The jigg is up,neutral
i usually always feel satisfied especially after i did this for about a week my body got used to it if i go over my calories by so what,joy
i feel sad today,sadness
i am finding myself feeling completely irate helpless heart broken and proud,anger
RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X,neutral
i feel really intimidated but its good because i know what i need to work towards,fear
i feel a little jaded about blogging,sadness
i really feel impressed with his overall creativity writing acting music and now directing,surprise
"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",neutral
i feel like im not doing anything productive with my life,joy
i feel like my adrenals are being assaulted,fear
RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You,offensive
i realized it for the first time in my life there is nothing but mystery in the world how it hides behind the fabric of our poor browbeat days shining brightly and we don t even know it,inspirational
everyone you meet is a part of your journey but not all of them are meant to stay in your life some people are just passing through to bring you gifts either they re blessings or lessons,inspirational
"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!",offensive
i never saw myself having children i never wanted to find myself giving up my life for my children and then expressing feelings of guilt upon them to be appreciative of my sacrifices only to let decades go by while my dreams and aspirations fade away,joy
i am aware of what a small task it is but just taking care of a little chore after my shower makes me feel like i am working toward being a successful homeowner,joy
i could relate to lb s observations about having become an authority figure whilst still feeling rebellious violence in schools and how incredibly exhausting the whole job is again i could relate,anger
i feel now that anya is becoming restless,fear
Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,hate
Hit his bitch I'm like shaggy I'm like no it wasn't me,offensive
i feel really hot and muggy but i also feel fall coming,love
i am being one dimensional about friendship i feel strange even trying to break down friendship into some formula or a set of qualities,fear
i feel so ungrateful and yet i can t help it,sadness
@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of,neutral
@DangItsTiff you look like fucking shrek bitch,hate
i admire and feel are amazing at what they do and i always aim to include links to relevant websites or designers and credit them on any images and information i feature on love print studio blog,surprise
RT @younngmel: Fuck half the bitches at Mount Rainier &#58386;&#58386; i only fucks wit a few,offensive
if you don t want a generation of robots fund the arts,inspirational
i met my boyfriend what was my religion if my parents were happy together in the end i found it funny and started returning the questions back but i must say that the first feeling was a bit confused,fear
i get a secret rush when i find something thats hollister or abercrombie or american eagle at a consignment shop though because i feel like im getting away with something amazing that i couldnt have before,surprise
@HipsterBreeez Na a young bitch got school &#128514;&#128514;&#128514;,offensive
&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.,offensive
i feel much more relaxed about it,joy
i have not been sleeping at all and i feel horrible buuut at least i had time to do my make up today which will shock my fellow students as they only know me bare faced ha,sadness
i is coming to an end and i feel so blessed and sad at the same time,love
rich people plan for three generation,inspirational
i feel threatened and that is considered stalking,fear
i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,surprise
in the mist of difficulty lies opportunity,inspirational
i was irritated because for one i feel that advice isnt very supportive of how much i love my job and of how much passion i feel for it,love
i cant handle crowds that intense for very long i start to feel suffocated and agitated,anger
"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.",neutral
i feel tragic like i was marlon brand oooo just a gem among many,sadness
i feel so shocked that more than people in the world care about what i say about makeup but thank you nonetheless,surprise
i love my super dark hair but i feel that it a bit boring so i might go for a chocolate light brown color,sadness
I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,hate
i was feeling extremely discouraged at this point almost on the brink of tears thinking what am i doing travelling by myself without a plan in a country where i don t know the language,sadness
i take out a large wad of ten thousand yens at the counter really makes people feel somewhat sympathetic,love
i asked her what i had specifically done to make her feel this way i was under the impression she treasured the memory of our time together at the wellesley tournament as i did,love
i feel ungrateful even saying that,sadness
i also think she was crying because through the music she might have guessed there were other ways of feeling there were more delicate existences and even a certain luxury of soul,love
i had to go back to my mothers house where i would be forced to do more housework and feel jealous that my younger sister was able to spend the day with her boyfriends family who always gave her a stocking loaded down with gifts,anger
"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",hate
i had a completely non partisan friend come with who s actually had the surgery before so she knew how i d be feeling and was supportive and unemotional about it perfect,love
i am not suffering and i feel no suffering now i know my case is not universal,sadness
i feel like i seriously cannot be bothered,anger
i looked up at her feeling less frightened now and knew it was safe to tell the truth,fear
i feel the coalition supporting transfers from single to married people will not be sustainable,love
i did actually feel vulnerable staring down into a urinal when i realized that if someone else took a photo of me and cropped out the steps i simply cant think of a believable explanation,fear
i feel impressed to mention how grateful i am to live in the united states of america,surprise
Whipped http://t.co/EFSVjPqrwq,neutral
I got the streetz ina head lock...i got yo bitch ina leg lock!,offensive
i feel for this guy but i am surprised you recommend lying,surprise
i had her slip her hand into the ziploc bag full of crisco which is actually two ziploc bags so her hands never actually touched it and she couldnt feel the cold at all,anger
i feel like she s always been a little bit skeptical of sidney only because he did come from being so deep in regina s pocket that it s hard for emma to believe that someone could really make that much of a turnaround,fear
i have ignored you or hurt you or made you feel unimportant i am sorry,sadness
' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA,offensive
i was suddenly feeling a little bothered that her bonding time was being interrupted,anger
This is true... RT @Mr_QuenchYaGirl: Charlie Clips the coldest battle rapper doing it. No debating!!!,neutral
@Ncoleycole u still a mutt tho lol,neutral
Who takes mid from the best midlaner NA??? Fuckin solo Q fags.,hate
i hate feeling so discontent,sadness
im so happy that orange is still in fashion around here even this winter so i didnt feel out of place painting a hot orange creme on my nails,love
just because someone desires you it does not mean that they value you,inspirational
Doug Martin trash,neutral
i started feeling confused and i wasnt sure if i really did like him or if it was only because l is gone and i miss him and i felt the need for attention,fear
i feel like i m so paranoid about the internet now,fear
@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,hate
i thought feeling a bit amused and a bit scared,joy
RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;,hate
"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",hate
"I had to tell a bitch, I WANT THE LOVEEEEE",offensive
the outer world is a reflection of the inner world other people s perception of you is a reflection of them your response to them is an awareness of you,inspirational
if i had to choose between betraying my country and betraying my friend i hope i should have the guts to betray my country,inspirational
i feel outraged and panicky just thinking about it now,anger
it serves me right for putting all my eggs in one bastard,inspirational
a wise man always has something to say whereas a fool always needs to say something,inspirational
RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,hate
i am responsible for picking a man who on occasion reminds me of people from my past like my mom and i threaten myself i can break this pattern by conducting myself in a different way even when i feel scared because deep down i know he s a good man,fear
Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.,offensive
im so happy its finally over its hard for me to feel as compassionate as i should,love
I always love when @kathy_doermer and I vent about bitches &#128076;,offensive
when i checked my examination paper and realized that i had been careless,anger
"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown",neutral
"&#8220;@Jaime_915: @Thompson_Era @HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;",offensive
i natural horsemanship student herself mary ann seems to express what we all feel in our hearts for our beloved horses and the life we all live with them,love
dem niggas ca have them white hoes.... I love my beautiful black sistas....,hate
i feel my relationship is doomed to a horrible outcome at all but over the years i have begun to question the hype of the multi billion dollar wedding industry,sadness
i began to feel a strange oneness with everyone and everything,surprise
i feel so vile and it was written in lime green pen,anger
i can feel his discontent,sadness
i feel hesitant to do something i do it,fear
i feel dazed and my head feels thick,surprise
i look at food i feel distraught between disgust and yearning,fear
i still feel like a mama bear loving and protecting her precious cub,love
i gave them a good impression feeling very gentle sensible ugg boots clearance is not loaded,love
i feel what i provide is a way to time capsule these amazing steps in life to chronicle their journey through life,surprise
i like and trust so i don t often feel inhibited about writing things that happen or what i might be feeling,fear
i still feel his sweet kicks,love
"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",neutral
"tell the hating niggah 
stfu",hate
i was feeling offended yesterday due to some happenings,anger
i feel impressed to remind you this morning that the lord does not change and he is forever the same regardless of the situation you are facing,surprise
i couldn t understand what everyone was saying i didn t feel that shocked originally,surprise
ive come home for the holidays i feel so much more mellow,joy
i look around at our living space and i feel overwhelmed,surprise
i still have moments when i cry feel scared all of it,fear
i remember feeling amazed and thinking what a deadly and ruinously destructive and historic hurricane season itd been in the pacific,surprise
i revel in feeling you tremble as though frightened against me,fear
i take each day as it comes but weekends leave me time to think more and to feel the loss more and its actually quite ludicrous because when he is here hes usually getting on my nerves,surprise
my parents didnt allow me to go to a social function that all my friends were attending,anger
i will never forget sitting in my dorm room after my parents left and feeling terrified,fear
when i see the acts and deeds of a blind drunk man,anger
@AnUglyNigga this is retarded,hate
i feel a lil dazed actually,surprise
i feel like a lot of men are royally fucked up and go through life wreaking havoc and end up destroying themselves in the process,anger
i basically wrote this for my future self i m feeling generous and think like i should just give the guy a break and list all the queries,love
Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,hate
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,hate
the question is not what you look at but what you see,inspirational
i mustve been feeling stressed to dream that,anger
i read my quran i took a nap i woke up with a different sort of feeling in me and i am so loving it,love
love me when i least deserve it because that s when i really need it,inspirational
i found out today that i didnt get accepted into any of the advanced fiction workshops for next semester nor did i last semester so im feeling kind of shaky about my writing and about keeping my creative writing minor,fear
i feel like he is a little mad and crazy but this was caused by how the red queen treated him,anger
i feel truly impressed along with this product,surprise
@TreshaRenee I didn't make to any games last season. Just looked it up. Astros open up with the Yankees 1st of April,neutral
happiness is the only thing worth fighting for in life,inspirational
there is only one day left always starting over it is given to us at dawn and taken away from us at dusk,inspirational
study along the lines which the theologies have mapped will never lead us to discovery of the fundamental facts of our existence that goal must be attained by means of exact science and can only be achieved by such means the fact that man for ages has superstitiously believed in what he calls a god does not prove at all that his theory has been right there have been many gods all makeshifts born of inability to fathom the deep fundamental truth there must be something at the bottom of existence and man in ignorance being unable to discover what it is through reason because his reason has been so imperfect undeveloped has used instead imagination and created figments of one kind or another which according to the country he was born in the suggestions of his environment satisfied him for the time being not one of all the gods of all the various theologies has ever really been proved we accept no ordinary scientific fact without the final proof why should we then be satisfied in this most mighty of all matters with a mere theory,inspirational
i direct my personal energy upward feel the divine light above me sky energy and draw the electrical impulse down to me,joy
i can do what i do when i feel a hot flash come over me sometimes wait a few minutes and do nothing,love
it is therefore of supreme importance that we consent to live not for ourselves but for others when we do this we will be able first of all to face and accept our own limitations as long as we secretly adore ourselves our own deficiencies will remain to torture us with an apparent defilement but if we live for others we will gradually discover that no expects us to be as gods we will see that we are human like everyone else that we all have weaknesses and deficiencies and that these limitations of ours play a most important part in all our lives it is because of them that we need others and others need us we are not all weak in the same spots and so we supplement and complete one another each one making up in himself for the lack in another,inspirational
do you really want to be happy you can begin by being appreciative of who you are and what you ve got,inspirational
i shivered to feel such a tender caress after that same hand had chastised so firmly,love
i d rather learn from one bird how to sin,inspirational
the deeds you do may be the only sermon some persons will hear today,inspirational
@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,offensive
i was feeling ecstatic i had got a message from alon gabbay and i was so happy and appreciative of his compliment of my artwork,joy
i d tell men and women in their midtwenties not to settle for a job or a profession or even a career seek a calling even if you don t know what that means seek it if you re following your calling the fatigue will be easier to bear the disappointments will be fuel the highs will be like nothing you ve ever felt,inspirational
i still feel shocked on a regular basis that this is real that i really had this amazing little boy and now he s not mine anymore,surprise
Omg this bitch just said some shit,offensive
death is nothing at all it does not count i have only slipped away into the next room nothing has happened everything remains exactly as it was i am i and you are you and the old life that we lived so fondly together is untouched unchanged whatever we were to each other that we are still call me by the old familiar name speak of me in the easy way which you always used put no difference into your tone wear no forced air of solemnity or sorrow laugh as we always laughed at the little jokes that we enjoyed together play smile think of me pray for me let my name be ever the household word that it always was let it be spoken without an effort without the ghost of a shadow upon it life means all that it ever meant it is the same as it ever was there is absolute and unbroken continuity what is this death but a negligible accident why should i be out of mind because i am out of sight i am but waiting for you for an interval somewhere very near just round the corner all is well nothing is hurt nothing is lost one brief moment and all will be as it was before how we shall laugh at the trouble of parting when we meet again,inspirational
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",neutral
i woke up today feeling very tender in my upper body especially my right bicep don tells me this is known as doms which stands for delayed onset muscle soreness and it sure is sore,love
"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap.",offensive
RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe,hate
if they give you ruled paper write the other way,inspirational
i still come home everyday feeling fearful if my mum would go crazy again,fear
i can describe the feeling but its not funny when one of them embraces me i feel negative,surprise
i can tell you i feel amazing,joy
i lose my temper or feel frustrated uninspired use the television to fill our time this is not everyday,anger
i feel like we have an amazing executive team many of us who have been there for a long time working together as a team building those products whether its hardware software services completely integrated,surprise
i am feeling affectionate towards you too,love
i have taken benadryl at bedtime several nights and that really helps but then i wake up with dry mouth and feeling extremely groggy,sadness
"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;",neutral
if they don t like you for being yourself be yourself even more,inspirational
yo,inspirational
i feel lovely he says,love
vulnerability is not weakness and the uncertainty risk and emotional exposure we face every day are not optional our only choice is a question of engagement our willingness to own and engage with our vulnerability determines the depth of our courage and the clarity of our purpose the level to which we protect ourselves from being vulnerable is a measure of our fear and disconnection,inspirational
if you feel far from god guess who moved,inspirational
may light always surround you,inspirational
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
@holmes0786 only if its yellow cake &amp; chocolate frosting,neutral
i think i might be gay and should just accept it my chest starts to hurt i want to cry and i feel completely hopeless,sadness
i was looking at peyton and was feeling a little shocked that she is my baby,surprise
im so excited to meet this baby girl and to be done with the discomforts of pregnancy but im also feeling very overwhelmed by things right now,fear
@brandynasty bitch nigga dont get all but hurt,offensive
you should never be surprised when someone treats you with respect you should expect it,inspirational
im feeling less vicious against history because were onto the normans and and thank fuck for that,anger
im not crying or gnashing my teeth im sure that will come later right now i just feel overwhelmed with a feeling of gratitude,surprise
"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE",hate
i can tell you i love you as many times as you can stand to hear it but all it does is remind us that love is not enough not even close,inspirational
